user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,activeness_score,gamification_score,engagement_depth,churn_risk,churn_prob_score,cluster_id,segment_name
SYN_01484,paid,132,18-24,tier1,7,6,9,116.72,1,1,1,20,0.446,0.58,0.337,0.426,0.889,medium,0.0,0,Moderately Active Users
SYN_01485,trial,25,35-44,tier2,3,7,2,26.59,0,1,1,6,0.347,0.63,0.222,0.312,0.519,high,0.0029,0,Moderately Active Users
SYN_01486,paid,113,18-24,tier1,12,16,15,299.52,0,1,1,21,0.29,0.57,0.59,0.583,0.508,low,0.0,0,Moderately Active Users
SYN_01487,paid,68,35-44,tier3,10,6,20,150.89,0,1,1,19,0.593,0.83,0.483,0.617,0.569,medium,0.0,0,Moderately Active Users
SYN_01488,paid,35,18-24,tier1,7,8,4,200.2,1,0,1,23,0.495,0.68,0.343,0.281,0.649,medium,0.0,0,Moderately Active Users
SYN_01489,paid,0,35-44,tier3,13,9,1,335.94,0,1,1,16,0.361,0.59,0.423,0.447,0.522,medium,0.0,0,Moderately Active Users
SYN_01490,paid,76,18-24,tier1,9,16,21,354.59,0,0,1,5,0.305,0.62,0.579,0.538,0.261,low,0.0,0,Moderately Active Users
SYN_01491,trial,0,18-24,tier1,8,8,1,56.38,0,1,1,12,0.343,0.85,0.318,0.359,0.519,high,0.0,0,Moderately Active Users
SYN_01492,paid,90,18-24,tier2,7,18,12,558.17,0,1,1,22,0.438,0.88,0.536,0.741,0.538,low,0.0,0,Moderately Active Users
SYN_01493,trial,0,25-34,tier2,5,7,1,64.47,0,1,0,9,0.338,0.84,0.25,0.362,0.318,high,0.0022,0,Moderately Active Users
SYN_01494,churned,78,18-24,tier3,2,0,0,59.11,0,1,0,23,0.085,0.24,0.048,0.228,0.267,critical,0.9889,1,Low Activity Users
SYN_01495,paid,32,18-24,tier3,12,12,0,427.25,1,1,1,19,0.427,0.58,0.454,0.48,0.885,medium,0.0,0,Moderately Active Users
SYN_01496,trial,0,25-34,tier2,12,2,1,16.43,0,0,1,10,0.442,0.56,0.313,0.132,0.288,high,0.0007,0,Moderately Active Users
SYN_01497,trial,176,35-44,tier3,2,1,0,33.31,0,1,0,3,0.052,0.2,0.058,0.207,0.26,high,0.6857,1,Low Activity Users
SYN_01498,paid,141,25-34,tier2,9,19,27,569.88,0,1,1,20,0.254,0.58,0.655,0.856,0.501,low,0.0,0,Moderately Active Users
SYN_01499,paid,37,35-44,tier3,10,8,21,305.97,0,1,1,22,0.409,0.72,0.492,0.684,0.532,medium,0.0,0,Moderately Active Users
SYN_01500,inactive,27,18-24,tier3,0,0,0,10.43,0,0,0,21,0.055,0.27,0.008,0.059,0.011,critical,0.9999,1,Low Activity Users
SYN_01501,trial,0,25-34,tier2,4,8,1,78.4,0,1,0,21,0.244,0.7,0.233,0.34,0.299,high,0.0127,0,Moderately Active Users
SYN_01502,trial,0,25-34,tier3,11,7,0,65.87,0,1,1,7,0.21,0.76,0.329,0.335,0.492,high,0.0,0,Moderately Active Users
SYN_01503,inactive,36,18-24,tier1,0,0,0,8.24,0,1,0,14,0.01,0.13,0.002,0.18,0.252,critical,0.9999,1,Low Activity Users
SYN_01504,trial,1,18-24,tier1,10,8,0,117.11,0,1,1,20,0.394,0.84,0.354,0.377,0.529,medium,0.0,0,Moderately Active Users
SYN_01505,trial,3,18-24,tier2,7,11,3,137.87,0,0,1,23,0.539,0.73,0.388,0.249,0.308,medium,0.0,0,Moderately Active Users
SYN_01506,inactive,87,18-24,tier1,0,0,3,0.0,0,0,0,21,0.053,0.31,0.027,0.096,0.011,critical,0.9981,1,Low Activity Users
SYN_01507,inactive,3,35-44,tier1,0,1,0,36.95,0,0,0,8,0.073,0.13,0.026,0.044,0.015,critical,1.0,1,Low Activity Users
SYN_01508,churned,103,18-24,tier1,1,0,1,15.09,0,0,0,19,0.037,0.31,0.03,0.081,0.007,critical,0.9951,1,Low Activity Users
SYN_01509,paid,110,18-24,tier1,9,4,8,182.86,0,1,1,16,0.431,0.63,0.334,0.458,0.536,medium,0.0,0,Moderately Active Users
SYN_01510,paid,33,18-24,tier1,6,4,25,140.54,1,1,1,13,0.499,0.77,0.401,0.657,0.9,medium,0.0,0,Moderately Active Users
SYN_01511,churned,105,25-34,tier2,1,0,0,37.96,0,0,0,8,0.128,0.33,0.037,0.085,0.026,critical,0.9884,1,Low Activity Users
SYN_01512,trial,180,35-44,tier3,2,1,1,17.91,0,1,0,0,0.031,0.23,0.061,0.216,0.256,high,0.6186,1,Low Activity Users
SYN_01513,paid,33,35-44,tier1,7,5,22,163.82,1,1,1,14,0.486,0.74,0.412,0.628,0.897,medium,0.0,0,Moderately Active Users
SYN_01514,paid,97,18-24,tier1,6,9,5,399.81,1,1,1,19,0.412,0.69,0.334,0.544,0.882,medium,0.0,0,Moderately Active Users
SYN_01515,inactive,88,18-24,tier1,0,2,0,45.63,0,0,0,23,0.052,0.02,0.038,0.027,0.01,critical,0.9993,1,Low Activity Users
SYN_01516,paid,12,35-44,tier3,15,8,13,316.29,1,1,1,12,0.278,0.58,0.508,0.571,0.856,medium,0.0,0,Moderately Active Users
SYN_01517,paid,36,25-34,tier3,11,18,30,394.67,1,1,1,19,0.416,0.84,0.718,0.854,0.883,low,0.0,0,Moderately Active Users
SYN_01518,paid,23,18-24,tier1,12,6,17,142.36,0,0,1,19,0.572,0.74,0.495,0.411,0.314,medium,0.0,0,Moderately Active Users
SYN_01519,churned,140,18-24,tier1,0,0,0,0.0,0,0,0,21,0.174,0.45,0.026,0.09,0.035,critical,0.9469,1,Low Activity Users
SYN_01520,paid,19,18-24,tier1,5,14,6,545.18,0,1,1,17,0.388,0.77,0.394,0.644,0.528,medium,0.0,0,Moderately Active Users
SYN_01521,inactive,64,35-44,tier3,0,0,0,17.86,0,0,0,5,0.069,0.17,0.01,0.043,0.014,critical,0.9998,1,Low Activity Users
SYN_01522,inactive,86,18-24,tier1,0,0,1,31.85,1,0,0,18,0.073,0.28,0.017,0.083,0.365,critical,0.9977,1,Low Activity Users
SYN_01523,trial,17,18-24,tier2,2,4,0,15.78,0,0,1,4,0.521,0.87,0.173,0.182,0.304,high,0.0135,0,Moderately Active Users
SYN_01524,paid,12,35-44,tier3,5,2,10,128.53,1,1,1,5,0.393,0.6,0.241,0.447,0.879,high,0.002,0,Moderately Active Users
SYN_01525,inactive,43,18-24,tier3,0,0,0,0.16,0,1,0,20,0.082,0.31,0.012,0.212,0.266,critical,0.9993,1,Low Activity Users
SYN_01526,paid,9,18-24,tier1,7,6,10,109.21,0,0,1,14,0.498,0.83,0.352,0.334,0.3,high,0.0,0,Moderately Active Users
SYN_01527,churned,114,25-34,tier2,1,0,0,0.0,0,0,1,14,0.1,0.31,0.032,0.062,0.22,critical,0.9485,1,Low Activity Users
SYN_01528,paid,4,18-24,tier1,6,4,5,136.83,0,1,1,15,0.479,0.78,0.269,0.431,0.546,high,0.0002,0,Moderately Active Users
SYN_01529,paid,64,18-24,tier1,12,12,28,470.27,1,0,1,7,0.328,0.6,0.62,0.671,0.616,low,0.0,0,Moderately Active Users
SYN_01530,inactive,66,35-44,tier3,0,2,0,18.2,0,0,0,13,0.03,0.14,0.034,0.037,0.006,critical,0.9995,1,Low Activity Users
SYN_01531,paid,102,18-24,tier1,8,2,7,120.01,0,1,1,17,0.458,0.62,0.284,0.413,0.542,medium,0.0,0,Moderately Active Users
SYN_01532,paid,111,25-34,tier2,9,1,14,184.12,0,1,1,18,0.323,0.71,0.311,0.542,0.515,medium,0.0,0,Moderately Active Users
SYN_01533,churned,109,18-24,tier1,1,2,0,0.0,0,1,1,16,0.097,0.37,0.062,0.224,0.469,high,0.5617,1,Low Activity Users
SYN_01534,paid,109,18-24,tier3,14,11,13,455.25,1,1,0,15,0.227,0.57,0.528,0.638,0.645,low,0.0,0,Moderately Active Users
SYN_01535,paid,92,25-34,tier2,6,12,13,242.18,0,1,1,18,0.522,0.71,0.447,0.56,0.554,medium,0.0,0,Moderately Active Users
SYN_01536,inactive,41,18-24,tier3,0,0,1,0.0,0,1,0,20,0.134,0.32,0.027,0.225,0.277,critical,0.9987,1,Low Activity Users
SYN_01537,churned,94,18-24,tier1,2,0,1,31.81,1,0,0,23,0.029,0.16,0.046,0.059,0.356,critical,0.9957,1,Low Activity Users
SYN_01538,churned,98,18-24,tier2,3,0,1,56.2,0,1,0,20,0.052,0.14,0.067,0.217,0.26,critical,0.9776,1,Low Activity Users
SYN_01539,churned,59,18-24,tier1,0,0,0,19.63,0,1,1,9,0.132,0.4,0.02,0.24,0.476,critical,0.975,1,Low Activity Users
SYN_01540,churned,81,25-34,tier3,0,1,0,45.35,0,0,1,23,0.11,0.26,0.032,0.075,0.222,critical,0.986,1,Low Activity Users
SYN_01541,trial,9,18-24,tier1,6,5,2,60.83,0,0,1,10,0.37,0.45,0.248,0.143,0.274,high,0.0155,1,Low Activity Users
SYN_01542,churned,112,25-34,tier2,0,1,0,14.48,0,0,0,7,0.167,0.45,0.04,0.097,0.033,critical,0.9622,1,Low Activity Users
SYN_01543,trial,3,25-34,tier1,11,5,2,37.91,0,1,1,19,0.396,0.85,0.34,0.362,0.529,medium,0.0,0,Moderately Active Users
SYN_01544,churned,118,25-34,tier2,0,1,1,21.64,0,0,0,12,0.182,0.43,0.049,0.108,0.036,critical,0.9427,1,Low Activity Users
SYN_01545,paid,21,35-44,tier3,12,13,1,363.53,0,1,1,19,0.394,0.68,0.471,0.479,0.529,medium,0.0,0,Moderately Active Users
SYN_01546,paid,100,18-24,tier1,12,8,3,249.16,1,1,1,14,0.499,0.82,0.424,0.472,0.9,low,0.0,0,Moderately Active Users
SYN_01547,paid,60,35-44,tier1,9,8,17,275.77,1,1,1,17,0.605,0.7,0.478,0.62,0.921,medium,0.0,0,Moderately Active Users
SYN_01548,paid,76,25-34,tier2,8,15,13,268.43,0,1,1,18,0.466,0.78,0.519,0.587,0.543,low,0.0,0,Moderately Active Users
SYN_01549,inactive,79,35-44,tier1,0,1,0,22.74,0,0,0,22,0.049,0.08,0.022,0.027,0.01,critical,0.9997,1,Low Activity Users
SYN_01550,churned,82,18-24,tier3,0,0,0,55.98,0,0,0,22,0.128,0.27,0.019,0.082,0.026,critical,0.9984,1,Low Activity Users
SYN_01551,paid,21,35-44,tier2,16,7,10,332.93,1,1,1,10,0.423,0.87,0.513,0.603,0.885,low,0.0,0,Moderately Active Users
SYN_01552,trial,0,25-34,tier2,6,3,1,24.43,0,1,1,10,0.395,0.94,0.216,0.362,0.529,high,0.001,0,Moderately Active Users
SYN_01553,churned,138,18-24,tier1,2,1,0,19.97,0,0,0,23,0.085,0.31,0.063,0.072,0.017,critical,0.9119,1,Low Activity Users
SYN_01554,trial,30,25-34,tier2,3,3,0,37.75,0,0,1,8,0.49,0.84,0.171,0.187,0.298,high,0.0105,0,Moderately Active Users
SYN_01555,paid,7,18-24,tier3,8,5,8,166.73,0,1,1,5,0.365,0.63,0.321,0.45,0.523,high,0.0001,0,Moderately Active Users
SYN_01556,trial,10,25-34,tier1,5,7,3,78.18,0,0,1,18,0.244,0.72,0.248,0.217,0.249,high,0.0024,0,Moderately Active Users
SYN_01557,paid,89,25-34,tier2,9,1,16,129.29,0,1,1,18,0.351,0.73,0.328,0.541,0.52,medium,0.0,0,Moderately Active Users
SYN_01558,paid,123,18-24,tier1,13,17,14,374.44,1,1,1,15,0.318,0.53,0.621,0.601,0.864,low,0.0,0,Moderately Active Users
SYN_01559,trial,0,18-24,tier1,4,8,0,67.34,0,0,0,18,0.215,0.91,0.222,0.216,0.043,high,0.0133,1,Low Activity Users
SYN_01560,paid,99,18-24,tier3,15,11,0,278.06,1,1,1,12,0.581,0.83,0.515,0.455,0.916,low,0.0,0,Moderately Active Users
SYN_01561,paid,125,25-34,tier2,6,16,24,418.75,1,1,1,7,0.278,0.68,0.542,0.766,0.856,low,0.0,0,Moderately Active Users
SYN_01562,churned,109,18-24,tier2,1,0,1,54.63,0,0,0,23,0.0,0.17,0.024,0.073,0.0,critical,0.9979,1,Low Activity Users
SYN_01563,trial,0,18-24,tier1,5,6,1,35.82,0,0,1,15,0.451,0.62,0.252,0.153,0.29,high,0.0052,0,Moderately Active Users
SYN_01564,trial,0,25-34,tier2,8,4,1,43.96,0,0,1,8,0.29,0.91,0.25,0.215,0.258,high,0.0009,0,Moderately Active Users
SYN_01565,trial,18,18-24,tier1,5,5,3,35.62,0,1,0,9,0.32,0.54,0.23,0.31,0.314,high,0.0345,1,Low Activity Users
SYN_01566,trial,0,25-34,tier2,9,11,1,68.97,0,0,1,6,0.47,0.43,0.399,0.132,0.294,high,0.0,0,Moderately Active Users
SYN_01567,paid,55,25-34,tier2,14,18,28,363.67,0,1,1,19,0.555,0.84,0.779,0.816,0.561,low,0.0,0,Moderately Active Users
SYN_01568,trial,12,18-24,tier1,7,3,5,49.12,0,1,0,19,0.262,0.74,0.239,0.379,0.302,high,0.009,0,Moderately Active Users
SYN_01569,paid,99,18-24,tier1,15,9,9,297.95,1,1,1,12,0.51,0.87,0.532,0.575,0.902,low,0.0,0,Moderately Active Users
SYN_01570,paid,23,18-24,tier1,7,14,18,395.12,1,1,1,7,0.429,0.92,0.513,0.735,0.886,low,0.0,0,Moderately Active Users
SYN_01571,paid,70,18-24,tier1,22,9,25,325.33,0,1,1,19,0.291,0.66,0.69,0.727,0.508,low,0.0,0,Moderately Active Users
SYN_01572,churned,85,18-24,tier1,1,2,0,13.55,0,0,0,23,0.063,0.21,0.057,0.049,0.013,critical,0.9953,1,Low Activity Users
SYN_01573,paid,71,18-24,tier1,8,16,10,502.74,1,1,1,19,0.358,0.94,0.498,0.702,0.872,low,0.0,0,Moderately Active Users
SYN_01574,paid,6,18-24,tier1,10,13,7,503.5,1,1,1,16,0.573,0.53,0.501,0.587,0.915,medium,0.0,0,Moderately Active Users
SYN_01575,paid,13,18-24,tier3,13,9,14,411.04,1,1,1,16,0.314,0.61,0.5,0.636,0.863,medium,0.0,0,Moderately Active Users
SYN_01576,paid,26,18-24,tier1,10,13,16,533.8,1,1,1,19,0.515,0.6,0.55,0.718,0.903,low,0.0,0,Moderately Active Users
SYN_01577,paid,47,18-24,tier1,6,11,18,356.28,0,1,1,5,0.455,0.9,0.454,0.711,0.541,medium,0.0,0,Moderately Active Users
SYN_01578,trial,33,25-34,tier2,2,1,0,12.73,0,1,1,4,0.456,0.87,0.118,0.33,0.541,high,0.0319,0,Moderately Active Users
SYN_01579,inactive,71,18-24,tier1,0,0,0,27.38,0,0,0,10,0.044,0.25,0.007,0.064,0.009,critical,0.9996,1,Low Activity Users
SYN_01580,paid,69,35-44,tier3,3,12,21,362.16,1,0,1,4,0.522,0.84,0.446,0.586,0.654,medium,0.0,0,Moderately Active Users
SYN_01581,churned,46,18-24,tier1,0,0,0,13.25,0,0,1,6,0.133,0.43,0.02,0.093,0.227,critical,0.9936,1,Low Activity Users
SYN_01582,paid,9,18-24,tier1,15,7,10,286.5,0,1,1,3,0.401,0.9,0.492,0.586,0.53,medium,0.0,0,Moderately Active Users
SYN_01583,paid,40,35-44,tier3,13,8,15,300.04,0,1,1,11,0.354,0.6,0.497,0.589,0.521,medium,0.0,0,Moderately Active Users
SYN_01584,trial,11,25-34,tier1,8,6,3,60.77,0,1,1,9,0.336,0.83,0.3,0.38,0.517,high,0.0,0,Moderately Active Users
SYN_01585,trial,16,18-24,tier1,6,4,0,53.1,0,0,1,20,0.361,0.61,0.219,0.149,0.272,high,0.0121,1,Low Activity Users
SYN_01586,paid,38,18-24,tier1,12,11,10,401.54,0,0,1,21,0.373,0.61,0.495,0.436,0.275,medium,0.0,0,Moderately Active Users
SYN_01587,paid,83,18-24,tier2,9,10,16,208.46,1,1,1,18,0.462,0.8,0.48,0.595,0.892,low,0.0,0,Moderately Active Users
SYN_01588,trial,0,18-24,tier2,6,8,1,66.13,0,0,0,21,0.276,0.68,0.273,0.18,0.055,high,0.0079,1,Low Activity Users
SYN_01589,paid,19,18-24,tier3,11,18,13,361.06,0,1,1,21,0.558,0.8,0.63,0.637,0.562,low,0.0,0,Moderately Active Users
SYN_01590,paid,48,18-24,tier1,12,20,14,431.43,0,1,1,21,0.585,0.74,0.688,0.672,0.567,low,0.0,0,Moderately Active Users
SYN_01591,churned,151,25-34,tier2,0,0,1,8.67,0,0,0,19,0.173,0.39,0.032,0.094,0.035,critical,0.9349,1,Low Activity Users
SYN_01592,trial,8,18-24,tier1,7,10,3,134.94,0,1,1,23,0.444,0.81,0.358,0.413,0.539,medium,0.0,0,Moderately Active Users
SYN_01593,paid,30,18-24,tier3,11,15,3,376.6,1,1,1,19,0.416,0.64,0.499,0.5,0.883,low,0.0,0,Moderately Active Users
SYN_01594,paid,59,25-34,tier2,16,10,16,316.62,0,0,1,9,0.393,0.9,0.592,0.519,0.279,low,0.0,0,Moderately Active Users
SYN_01595,paid,2,35-44,tier3,8,1,3,131.83,0,1,1,5,0.414,0.63,0.236,0.376,0.533,high,0.0024,0,Moderately Active Users
SYN_01596,paid,26,35-44,tier3,14,11,19,353.9,0,1,1,13,0.3,0.58,0.578,0.657,0.51,low,0.0,0,Moderately Active Users
SYN_01597,paid,93,18-24,tier1,10,3,10,193.68,0,1,1,21,0.411,0.59,0.346,0.478,0.532,medium,0.0,0,Moderately Active Users
SYN_01598,inactive,65,18-24,tier3,1,0,0,0.0,0,0,0,7,0.117,0.23,0.035,0.046,0.023,critical,0.9991,1,Low Activity Users
SYN_01599,paid,99,25-34,tier1,8,13,19,259.91,0,0,1,18,0.467,0.66,0.528,0.476,0.293,low,0.0,0,Moderately Active Users
SYN_01600,churned,100,18-24,tier1,1,2,0,76.48,0,0,0,21,0.053,0.11,0.055,0.06,0.011,critical,0.9947,1,Low Activity Users
SYN_01601,trial,1,25-34,tier2,12,10,2,58.2,0,1,0,7,0.436,0.5,0.438,0.302,0.337,medium,0.0,0,Moderately Active Users
SYN_01602,trial,15,25-34,tier2,6,7,1,90.65,0,0,0,11,0.317,0.83,0.264,0.223,0.063,high,0.0019,1,Low Activity Users
SYN_01603,trial,2,35-44,tier3,11,7,0,46.82,0,1,0,8,0.269,0.77,0.338,0.327,0.304,high,0.0001,0,Moderately Active Users
SYN_01604,paid,43,35-44,tier3,7,13,18,367.88,1,1,1,6,0.442,0.84,0.5,0.705,0.888,low,0.0,0,Moderately Active Users
SYN_01605,churned,39,18-24,tier1,0,0,0,0.0,0,0,1,8,0.16,0.38,0.024,0.076,0.232,critical,0.9961,1,Low Activity Users
SYN_01606,inactive,80,18-24,tier1,0,1,2,18.7,0,0,0,23,0.005,0.04,0.029,0.04,0.001,critical,0.9997,1,Low Activity Users
SYN_01607,trial,0,18-24,tier2,3,9,1,74.8,0,0,0,22,0.223,0.64,0.227,0.177,0.045,high,0.0708,1,Low Activity Users
SYN_01608,paid,42,18-24,tier1,9,15,10,400.77,1,1,1,20,0.353,0.54,0.5,0.571,0.871,low,0.0,0,Moderately Active Users
SYN_01609,paid,92,18-24,tier1,12,12,3,200.91,1,1,1,13,0.489,0.88,0.483,0.46,0.898,low,0.0,0,Moderately Active Users
SYN_01610,trial,0,18-24,tier3,8,10,1,152.34,0,0,1,22,0.448,0.74,0.364,0.235,0.29,medium,0.0,0,Moderately Active Users
SYN_01611,trial,0,18-24,tier2,6,6,1,27.81,0,1,1,9,0.333,0.47,0.251,0.269,0.517,high,0.0064,0,Moderately Active Users
SYN_01612,paid,98,25-34,tier2,11,11,11,396.2,0,1,1,21,0.267,0.64,0.469,0.6,0.503,low,0.0,0,Moderately Active Users
SYN_01613,paid,3,18-24,tier1,12,14,4,519.85,1,1,1,19,0.517,0.53,0.523,0.561,0.903,low,0.0,0,Moderately Active Users
SYN_01614,trial,8,25-34,tier2,11,3,4,21.09,0,1,0,14,0.485,0.53,0.336,0.312,0.347,high,0.0006,0,Moderately Active Users
SYN_01615,churned,51,18-24,tier1,0,0,1,0.0,0,0,0,12,0.153,0.36,0.029,0.083,0.031,critical,0.999,1,Low Activity Users
SYN_01616,paid,59,18-24,tier1,7,8,20,103.72,0,1,1,17,0.482,0.79,0.444,0.586,0.546,medium,0.0,0,Moderately Active Users
SYN_01617,paid,107,18-24,tier2,14,11,10,437.53,0,1,1,18,0.259,0.56,0.513,0.594,0.502,low,0.0,0,Moderately Active Users
SYN_01618,paid,37,18-24,tier2,10,18,15,380.78,1,1,1,22,0.581,0.86,0.629,0.682,0.916,low,0.0,0,Moderately Active Users
SYN_01619,paid,103,18-24,tier1,12,15,13,363.16,0,1,1,20,0.331,0.5,0.569,0.578,0.516,low,0.0,0,Moderately Active Users
SYN_01620,paid,3,25-34,tier2,15,19,4,377.33,0,1,1,19,0.467,0.87,0.643,0.558,0.543,low,0.0,0,Moderately Active Users
SYN_01621,trial,162,35-44,tier3,1,2,1,18.45,0,1,1,11,0.054,0.2,0.062,0.211,0.461,high,0.3756,1,Low Activity Users
SYN_01622,churned,121,25-34,tier1,0,2,2,42.14,0,1,0,8,0.182,0.39,0.07,0.272,0.286,critical,0.7124,1,Low Activity Users
SYN_01623,paid,52,18-24,tier1,19,11,22,325.39,0,1,1,18,0.297,0.67,0.684,0.695,0.509,low,0.0,0,Moderately Active Users
SYN_01624,paid,104,25-34,tier2,8,14,13,232.65,0,1,1,17,0.459,0.75,0.503,0.563,0.542,low,0.0,0,Moderately Active Users
SYN_01625,churned,74,18-24,tier1,0,0,1,11.42,0,0,1,13,0.123,0.47,0.025,0.111,0.225,critical,0.9734,1,Low Activity Users
SYN_01626,paid,5,18-24,tier1,12,7,6,183.93,0,0,1,20,0.548,0.69,0.436,0.298,0.31,medium,0.0,0,Moderately Active Users
SYN_01627,paid,122,18-24,tier2,15,9,13,332.25,0,1,1,18,0.287,0.54,0.524,0.571,0.507,low,0.0,0,Moderately Active Users
SYN_01628,paid,33,35-44,tier1,14,9,17,339.56,1,1,1,14,0.358,0.58,0.543,0.628,0.872,low,0.0,0,Moderately Active Users
SYN_01629,trial,0,18-24,tier1,5,6,1,47.35,1,1,0,16,0.334,0.56,0.234,0.297,0.667,high,0.0224,0,Moderately Active Users
SYN_01630,paid,90,25-34,tier3,9,5,9,122.41,1,1,1,22,0.362,0.74,0.345,0.461,0.872,medium,0.0,0,Moderately Active Users
SYN_01631,paid,2,18-24,tier1,5,14,3,402.16,1,1,1,5,0.438,0.89,0.383,0.563,0.888,medium,0.0,0,Moderately Active Users
SYN_01632,trial,20,18-24,tier2,11,9,0,84.12,0,0,1,17,0.351,0.82,0.38,0.206,0.27,medium,0.0,0,Moderately Active Users
SYN_01633,paid,64,18-24,tier3,6,15,19,389.62,0,1,1,5,0.45,0.85,0.52,0.729,0.54,low,0.0,0,Moderately Active Users
SYN_01634,paid,61,18-24,tier1,9,12,26,334.61,1,0,1,5,0.334,0.65,0.555,0.591,0.617,low,0.0,0,Moderately Active Users
SYN_01635,trial,0,25-34,tier1,4,7,1,84.7,0,1,0,18,0.24,0.73,0.217,0.35,0.298,high,0.0199,0,Moderately Active Users
SYN_01636,trial,4,25-34,tier2,4,4,1,40.02,0,1,1,10,0.457,1.0,0.205,0.381,0.541,high,0.0008,0,Moderately Active Users
SYN_01637,paid,77,18-24,tier1,11,10,27,352.3,1,1,1,7,0.333,0.58,0.567,0.747,0.867,low,0.0,0,Moderately Active Users
SYN_01638,churned,115,25-34,tier1,3,0,1,48.18,0,0,0,9,0.141,0.41,0.08,0.117,0.028,critical,0.8354,1,Low Activity Users
SYN_01639,paid,75,18-24,tier1,8,11,19,356.77,1,0,1,9,0.348,0.65,0.48,0.523,0.62,medium,0.0,0,Moderately Active Users
SYN_01640,inactive,16,35-44,tier3,0,0,0,46.95,0,0,0,6,0.055,0.24,0.008,0.071,0.011,critical,0.9999,1,Low Activity Users
SYN_01641,trial,6,25-34,tier2,4,3,2,4.79,0,0,1,9,0.5,0.95,0.203,0.215,0.3,high,0.0043,0,Moderately Active Users
SYN_01642,paid,59,18-24,tier1,10,14,12,425.59,1,1,1,19,0.374,0.54,0.519,0.606,0.875,low,0.0,0,Moderately Active Users
SYN_01643,trial,38,18-24,tier1,6,4,4,43.88,0,1,1,18,0.252,0.68,0.229,0.353,0.5,high,0.0013,0,Moderately Active Users
SYN_01644,paid,34,18-24,tier1,7,2,5,197.48,1,1,1,19,0.457,0.65,0.253,0.435,0.891,high,0.0001,0,Moderately Active Users
SYN_01645,inactive,19,35-44,tier3,2,0,0,27.17,0,0,0,3,0.101,0.1,0.05,0.034,0.02,critical,0.9999,1,Low Activity Users
SYN_01646,paid,104,18-24,tier1,4,10,6,275.87,0,1,1,17,0.444,0.67,0.325,0.49,0.539,medium,0.0,0,Moderately Active Users
SYN_01647,paid,121,35-44,tier2,14,11,12,316.98,1,1,1,20,0.284,0.65,0.53,0.574,0.857,low,0.0,0,Moderately Active Users
SYN_01648,churned,108,25-34,tier2,0,0,2,9.78,0,0,0,9,0.066,0.35,0.023,0.097,0.013,critical,0.9946,1,Low Activity Users
SYN_01649,paid,103,35-44,tier2,11,4,13,116.88,0,1,1,23,0.32,0.69,0.384,0.493,0.514,medium,0.0,0,Moderately Active Users
SYN_01650,trial,10,35-44,tier2,4,3,2,22.22,0,0,0,9,0.425,0.9,0.192,0.214,0.085,high,0.0487,1,Low Activity Users
SYN_01651,paid,66,35-44,tier3,5,13,17,383.47,0,0,1,3,0.485,0.86,0.465,0.556,0.297,medium,0.0,0,Moderately Active Users
SYN_01652,trial,6,25-34,tier1,4,8,4,65.47,0,0,1,18,0.254,0.79,0.254,0.236,0.251,high,0.0015,0,Moderately Active Users
SYN_01653,paid,11,25-34,tier2,16,6,12,336.11,0,1,1,7,0.343,0.91,0.499,0.636,0.519,low,0.0,0,Moderately Active Users
SYN_01654,paid,52,18-24,tier1,19,11,20,262.62,0,0,1,20,0.336,0.6,0.677,0.477,0.267,low,0.0,0,Moderately Active Users
SYN_01655,paid,90,18-24,tier1,6,9,2,333.49,0,0,1,19,0.465,0.73,0.323,0.335,0.293,medium,0.0,0,Moderately Active Users
SYN_01656,trial,9,25-34,tier3,8,10,2,107.24,0,0,1,9,0.458,0.49,0.372,0.174,0.292,high,0.0,0,Moderately Active Users
SYN_01657,paid,27,18-24,tier1,6,13,5,598.6,1,0,1,15,0.342,0.79,0.384,0.514,0.618,medium,0.0,0,Moderately Active Users
SYN_01658,paid,48,18-24,tier1,8,6,1,192.06,0,0,1,21,0.494,0.71,0.311,0.249,0.299,high,0.0,0,Moderately Active Users
SYN_01659,paid,73,18-24,tier1,8,8,22,230.54,1,1,1,23,0.383,0.51,0.459,0.616,0.877,medium,0.0,0,Moderately Active Users
SYN_01660,trial,0,25-34,tier2,6,5,1,23.25,0,1,0,9,0.414,0.87,0.249,0.347,0.333,high,0.0023,0,Moderately Active Users
SYN_01661,paid,78,35-44,tier3,8,7,15,271.48,0,1,1,22,0.584,0.81,0.429,0.617,0.567,medium,0.0,0,Moderately Active Users
SYN_01662,trial,15,18-24,tier1,9,6,2,64.11,1,1,1,11,0.36,0.89,0.314,0.383,0.872,medium,0.0,0,Moderately Active Users
SYN_01663,paid,38,25-34,tier1,6,12,2,489.68,1,1,1,20,0.266,0.73,0.338,0.563,0.853,medium,0.0,0,Moderately Active Users
SYN_01664,paid,59,35-44,tier3,10,6,18,279.92,0,1,1,21,0.593,0.75,0.47,0.643,0.569,medium,0.0,0,Moderately Active Users
SYN_01665,paid,3,18-24,tier1,11,16,4,429.01,0,1,1,18,0.527,0.51,0.537,0.512,0.555,low,0.0,0,Moderately Active Users
